atom x[N] y[N] z[N]
18526 -3.19911e-12 -1.5156e-11 -1.90222e-11 
18527 -3.1948e-12 -1.51548e-11 -1.90164e-11 
18528 -3.19727e-12 -1.51504e-11 -1.90086e-11 
18529 -3.19634e-12 -1.51424e-11 -1.90057e-11 
18530 -3.19542e-12 -1.5138e-11 -1.89982e-11 
18531 -3.19112e-12 -1.51368e-11 -1.89924e-11 
18532 -3.19358e-12 -1.51323e-11 -1.89846e-11 
18533 -3.19265e-12 -1.51244e-11 -1.89817e-11 
18534 -3.19173e-12 -1.51199e-11 -1.89742e-11 
18535 -3.18742e-12 -1.51187e-11 -1.89684e-11 
18536 -3.18988e-12 -1.51143e-11 -1.89606e-11 
18537 -3.18896e-12 -1.51063e-11 -1.89577e-11 
18538 -3.18804e-12 -1.51018e-11 -1.89502e-11 
18539 -3.18373e-12 -1.51007e-11 -1.89444e-11 
18540 -3.18619e-12 -1.50962e-11 -1.89365e-11 
18541 -3.18527e-12 -1.50882e-11 -1.89337e-11 
18542 -3.18434e-12 -1.50838e-11 -1.89262e-11 
18543 -3.18004e-12 -1.50826e-11 -1.89204e-11 
18544 -3.1825e-12 -1.50781e-11 -1.89125e-11 
18545 -3.18157e-12 -1.50702e-11 -1.89096e-11 
18546 -3.18065e-12 -1.50657e-11 -1.89021e-11 
18547 -3.17634e-12 -1.50645e-11 -1.88964e-11 
18548 -3.1788e-12 -1.506e-11 -1.88885e-11 
18549 -3.17789e-12 -1.50521e-11 -1.88856e-11 
18550 -3.17697e-12 -1.50476e-11 -1.88781e-11 
18551 -3.17267e-12 -1.50464e-11 -1.88723e-11 
18552 -3.17517e-12 -1.50419e-11 -1.88644e-11 
18553 -3.17447e-12 -1.50339e-11 -1.88616e-11 
18554 -3.17377e-12 -1.50295e-11 -1.8854e-11 
18555 -3.16951e-12 -1.50283e-11 -1.88483e-11 
18556 -3.17474e-12 -1.50241e-11 -1.88406e-11 
18557 -3.16985e-12 -1.50192e-11 -1.88346e-11 
18558 -3.16494e-12 -1.50116e-11 -1.88302e-11 
18559 -3.1634e-12 -1.50102e-11 -1.88242e-11 
18560 -3.16191e-12 -1.50088e-11 -1.88194e-11 
18561 -3.16372e-12 -1.50011e-11 -1.88162e-11 
18562 -3.16558e-12 -1.49964e-11 -1.8809e-11 
18563 -3.15737e-12 -1.4992e-11 -1.88001e-11 
18564 -3.16e-12 -1.49875e-11 -1.87922e-11 
18565 -3.15912e-12 -1.49796e-11 -1.87893e-11 
18566 -3.15823e-12 -1.49751e-11 -1.87817e-11 
18567 -3.15415e-12 -1.49739e-11 -1.8776e-11 
18568 -3.15662e-12 -1.49694e-11 -1.87681e-11 
18569 -3.15569e-12 -1.49614e-11 -1.87652e-11 
18570 -3.15477e-12 -1.4957e-11 -1.87577e-11 
18571 -3.15048e-12 -1.49557e-11 -1.87519e-11 
18572 -3.15293e-12 -1.49513e-11 -1.8744e-11 
18573 -3.152e-12 -1.49433e-11 -1.87411e-11 
18574 -3.15107e-12 -1.49388e-11 -1.87336e-11 
18575 -3.14677e-12 -1.49376e-11 -1.87278e-11 
18576 -3.14922e-12 -1.49331e-11 -1.87198e-11 
18577 -3.14829e-12 -1.49251e-11 -1.8717e-11 
18578 -3.14736e-12 -1.49206e-11 -1.87094e-11 
18579 -3.14306e-12 -1.49194e-11 -1.87036e-11 
18580 -3.1455e-12 -1.49149e-11 -1.86957e-11 
18581 -3.14457e-12 -1.4907e-11 -1.86928e-11 
18582 -3.14365e-12 -1.49025e-11 -1.86853e-11 
18583 -3.13935e-12 -1.49013e-11 -1.86795e-11 
18584 -3.14179e-12 -1.48968e-11 -1.86716e-11 
18585 -3.14086e-12 -1.48888e-11 -1.86687e-11 
18586 -3.13993e-12 -1.48843e-11 -1.86611e-11 
18587 -3.13563e-12 -1.48831e-11 -1.86553e-11 
18588 -3.13807e-12 -1.48786e-11 -1.86474e-11 
18589 -3.13714e-12 -1.48706e-11 -1.86445e-11 
18590 -3.13621e-12 -1.48661e-11 -1.8637e-11 
18591 -3.13191e-12 -1.48649e-11 -1.86312e-11 
18592 -3.13435e-12 -1.48604e-11 -1.86232e-11 
18593 -3.13342e-12 -1.48524e-11 -1.86203e-11 
18594 -3.13249e-12 -1.48479e-11 -1.86128e-11 
18595 -3.12819e-12 -1.48467e-11 -1.8607e-11 
18596 -3.13063e-12 -1.48422e-11 -1.85991e-11 
18597 -3.1297e-12 -1.48342e-11 -1.85961e-11 
18598 -3.12877e-12 -1.48297e-11 -1.85886e-11 
18599 -3.12447e-12 -1.48285e-11 -1.85828e-11 
18600 -3.1269e-12 -1.4824e-11 -1.85749e-11 
18601 -3.12597e-12 -1.4816e-11 -1.85719e-11 
18602 -3.12504e-12 -1.48115e-11 -1.85644e-11 
18603 -3.12074e-12 -1.48102e-11 -1.85586e-11 
18604 -3.12318e-12 -1.48057e-11 -1.85507e-11 
18605 -3.12224e-12 -1.47977e-11 -1.85477e-11 
18606 -3.12131e-12 -1.47932e-11 -1.85402e-11 
18607 -3.11702e-12 -1.4792e-11 -1.85344e-11 
18608 -3.11945e-12 -1.47875e-11 -1.85264e-11 
18609 -3.11851e-12 -1.47795e-11 -1.85235e-11 
18610 -3.11758e-12 -1.4775e-11 -1.8516e-11 
18611 -3.11329e-12 -1.47738e-11 -1.85101e-11 
18612 -3.11572e-12 -1.47692e-11 -1.85022e-11 
18613 -3.11478e-12 -1.47613e-11 -1.84993e-11 
18614 -3.11385e-12 -1.47568e-11 -1.84917e-11 
18615 -3.10956e-12 -1.47555e-11 -1.84859e-11 
18616 -3.11199e-12 -1.4751e-11 -1.8478e-11 
18617 -3.11105e-12 -1.4743e-11 -1.8475e-11 
18618 -3.11012e-12 -1.47385e-11 -1.84675e-11 
18619 -3.10582e-12 -1.47372e-11 -1.84616e-11 
18620 -3.10825e-12 -1.47327e-11 -1.84537e-11 
18621 -3.10732e-12 -1.47247e-11 -1.84508e-11 
18622 -3.10638e-12 -1.47202e-11 -1.84432e-11 
18623 -3.10209e-12 -1.4719e-11 -1.84374e-11 
18624 -3.10452e-12 -1.47145e-11 -1.84294e-11 
18625 -3.10358e-12 -1.47065e-11 -1.84265e-11 
18626 -3.10265e-12 -1.47019e-11 -1.84189e-11 
18627 -3.09835e-12 -1.47007e-11 -1.84131e-11 
18628 -3.10078e-12 -1.46962e-11 -1.84052e-11 
18629 -3.09986e-12 -1.46882e-11 -1.84022e-11 
18630 -3.09893e-12 -1.46837e-11 -1.83946e-11 
18631 -3.09464e-12 -1.46824e-11 -1.83888e-11 
18632 -3.09711e-12 -1.46779e-11 -1.83809e-11 
18633 -3.09639e-12 -1.46699e-11 -1.8378e-11 
18634 -3.09568e-12 -1.46654e-11 -1.83704e-11 
18635 -3.09143e-12 -1.46641e-11 -1.83645e-11 
18636 -3.09662e-12 -1.46598e-11 -1.83568e-11 
18637 -3.09174e-12 -1.4655e-11 -1.83508e-11 
18638 -3.08685e-12 -1.46473e-11 -1.83463e-11 
18639 -3.0853e-12 -1.46458e-11 -1.83402e-11 
18640 -3.0838e-12 -1.46443e-11 -1.83353e-11 
18641 -3.08559e-12 -1.46366e-11 -1.83321e-11 
18642 -3.08742e-12 -1.46318e-11 -1.83248e-11 
18643 -3.07924e-12 -1.46275e-11 -1.83159e-11 
18644 -3.08184e-12 -1.46229e-11 -1.83079e-11 
18645 -3.08095e-12 -1.46149e-11 -1.83049e-11 
18646 -3.08005e-12 -1.46104e-11 -1.82974e-11 
18647 -3.07598e-12 -1.46091e-11 -1.82915e-11 
18648 -3.07842e-12 -1.46046e-11 -1.82836e-11 
18649 -3.07748e-12 -1.45966e-11 -1.82806e-11 
18650 -3.07655e-12 -1.45921e-11 -1.8273e-11 
18651 -3.07227e-12 -1.45908e-11 -1.82672e-11 
18652 -3.07468e-12 -1.45863e-11 -1.82592e-11 
18653 -3.07375e-12 -1.45783e-11 -1.82563e-11 
18654 -3.07281e-12 -1.45737e-11 -1.82487e-11 
18655 -3.06852e-12 -1.45725e-11 -1.82428e-11 
18656 -3.07093e-12 -1.45679e-11 -1.82349e-11 
18657 -3.07e-12 -1.45599e-11 -1.82319e-11 
18658 -3.06906e-12 -1.45554e-11 -1.82243e-11 
18659 -3.06477e-12 -1.45541e-11 -1.82185e-11 
18660 -3.06718e-12 -1.45496e-11 -1.82105e-11 
18661 -3.06624e-12 -1.45416e-11 -1.82075e-11 
18662 -3.0653e-12 -1.4537e-11 -1.81999e-11 
18663 -3.06101e-12 -1.45357e-11 -1.81941e-11 
18664 -3.06343e-12 -1.45312e-11 -1.81861e-11 
18665 -3.06248e-12 -1.45232e-11 -1.81831e-11 
18666 -3.06155e-12 -1.45186e-11 -1.81756e-11 
18667 -3.05726e-12 -1.45174e-11 -1.81697e-11 
18668 -3.05967e-12 -1.45128e-11 -1.81617e-11 
18669 -3.05873e-12 -1.45048e-11 -1.81587e-11 
18670 -3.05779e-12 -1.45003e-11 -1.81512e-11 
18671 -3.0535e-12 -1.4499e-11 -1.81453e-11 
18672 -3.05591e-12 -1.44944e-11 -1.81373e-11 
18673 -3.05496e-12 -1.44864e-11 -1.81343e-11 
18674 -3.05402e-12 -1.44819e-11 -1.81267e-11 
18675 -3.04974e-12 -1.44806e-11 -1.81209e-11 
18676 -3.05214e-12 -1.4476e-11 -1.81129e-11 
18677 -3.0512e-12 -1.4468e-11 -1.81099e-11 
18678 -3.05026e-12 -1.44635e-11 -1.81023e-11 
18679 -3.04597e-12 -1.44622e-11 -1.80964e-11 
18680 -3.04838e-12 -1.44576e-11 -1.80885e-11 
18681 -3.04744e-12 -1.44496e-11 -1.80855e-11 
18682 -3.0465e-12 -1.44451e-11 -1.80779e-11 
18683 -3.04221e-12 -1.44437e-11 -1.8072e-11 
18684 -3.04461e-12 -1.44392e-11 -1.8064e-11 
18685 -3.04367e-12 -1.44312e-11 -1.8061e-11 
18686 -3.04273e-12 -1.44266e-11 -1.80534e-11 
18687 -3.03844e-12 -1.44253e-11 -1.80475e-11 
18688 -3.04084e-12 -1.44208e-11 -1.80396e-11 
18689 -3.0399e-12 -1.44128e-11 -1.80366e-11 
18690 -3.03896e-12 -1.44082e-11 -1.8029e-11 
18691 -3.03467e-12 -1.44069e-11 -1.80231e-11 
18692 -3.03707e-12 -1.44023e-11 -1.80151e-11 
18693 -3.03613e-12 -1.43943e-11 -1.80121e-11 
18694 -3.03519e-12 -1.43898e-11 -1.80045e-11 
18695 -3.0309e-12 -1.43884e-11 -1.79986e-11 
18696 -3.0333e-12 -1.43839e-11 -1.79906e-11 
18697 -3.03235e-12 -1.43759e-11 -1.79876e-11 
18698 -3.03141e-12 -1.43713e-11 -1.798e-11 
18699 -3.02713e-12 -1.437e-11 -1.79741e-11 
18700 -3.02952e-12 -1.43654e-11 -1.79661e-11 
18701 -3.02858e-12 -1.43574e-11 -1.79631e-11 
18702 -3.02764e-12 -1.43529e-11 -1.79555e-11 
18703 -3.02335e-12 -1.43515e-11 -1.79496e-11 
18704 -3.02575e-12 -1.4347e-11 -1.79416e-11 
18705 -3.0248e-12 -1.4339e-11 -1.79386e-11 
18706 -3.02386e-12 -1.43344e-11 -1.7931e-11 
18707 -3.01958e-12 -1.43331e-11 -1.79251e-11 
18708 -3.02197e-12 -1.43285e-11 -1.79171e-11 
18709 -3.02104e-12 -1.43205e-11 -1.79141e-11 
18710 -3.0201e-12 -1.43159e-11 -1.79065e-11 
18711 -3.01582e-12 -1.43146e-11 -1.79006e-11 
18712 -3.01826e-12 -1.431e-11 -1.78926e-11 
18713 -3.01753e-12 -1.4302e-11 -1.78896e-11 
18714 -3.01681e-12 -1.42974e-11 -1.78819e-11 
18715 -3.01257e-12 -1.42961e-11 -1.7876e-11 
18716 -3.01771e-12 -1.42918e-11 -1.78683e-11 
18717 -3.01285e-12 -1.42869e-11 -1.78622e-11 
18718 -3.00797e-12 -1.42792e-11 -1.78577e-11 
18719 -3.00641e-12 -1.42776e-11 -1.78515e-11 
18720 -3.00491e-12 -1.42761e-11 -1.78466e-11 
18721 -3.00667e-12 -1.42683e-11 -1.78433e-11 
18722 -3.00847e-12 -1.42635e-11 -1.78359e-11 
18723 -3.00033e-12 -1.42591e-11 -1.78269e-11 
18724 -3.0029e-12 -1.42545e-11 -1.78189e-11 
18725 -3.00199e-12 -1.42465e-11 -1.78159e-11 
18726 -3.00109e-12 -1.42419e-11 -1.78082e-11 
18727 -2.99703e-12 -1.42406e-11 -1.78023e-11 
18728 -2.99943e-12 -1.4236e-11 -1.77944e-11 
18729 -2.99848e-12 -1.4228e-11 -1.77913e-11 
18730 -2.99754e-12 -1.42234e-11 -1.77837e-11 
18731 -2.99327e-12 -1.4222e-11 -1.77778e-11 
18732 -2.99566e-12 -1.42174e-11 -1.77698e-11 
18733 -2.99471e-12 -1.42094e-11 -1.77667e-11 
18734 -2.99376e-12 -1.42048e-11 -1.77591e-11 
18735 -2.98948e-12 -1.42035e-11 -1.77532e-11 
18736 -2.99187e-12 -1.41989e-11 -1.77452e-11 
18737 -2.99092e-12 -1.41909e-11 -1.77421e-11 
18738 -2.98997e-12 -1.41863e-11 -1.77345e-11 
18739 -2.98569e-12 -1.41849e-11 -1.77286e-11 
18740 -2.98807e-12 -1.41804e-11 -1.77206e-11 
18741 -2.98712e-12 -1.41723e-11 -1.77175e-11 
18742 -2.98617e-12 -1.41677e-11 -1.77099e-11 
18743 -2.98189e-12 -1.41664e-11 -1.77039e-11 
18744 -2.98428e-12 -1.41618e-11 -1.76959e-11 
18745 -2.98332e-12 -1.41538e-11 -1.76929e-11 
18746 -2.98237e-12 -1.41492e-11 -1.76852e-11 
18747 -2.9781e-12 -1.41478e-11 -1.76793e-11 
18748 -2.98048e-12 -1.41432e-11 -1.76713e-11 
18749 -2.97952e-12 -1.41352e-11 -1.76683e-11 
18750 -2.97858e-12 -1.41306e-11 -1.76606e-11 
18751 -2.9743e-12 -1.41292e-11 -1.76547e-11 
18752 -2.97668e-12 -1.41247e-11 -1.76467e-11 
18753 -2.97572e-12 -1.41166e-11 -1.76436e-11 
18754 -2.97477e-12 -1.4112e-11 -1.76359e-11 
18755 -2.9705e-12 -1.41107e-11 -1.763e-11 
18756 -2.97287e-12 -1.41061e-11 -1.7622e-11 
18757 -2.97192e-12 -1.4098e-11 -1.76189e-11 
18758 -2.97097e-12 -1.40934e-11 -1.76113e-11 
18759 -2.96669e-12 -1.40921e-11 -1.76053e-11 
18760 -2.96907e-12 -1.40875e-11 -1.75973e-11 
18761 -2.96811e-12 -1.40794e-11 -1.75943e-11 
18762 -2.96716e-12 -1.40748e-11 -1.75866e-11 
18763 -2.96289e-12 -1.40735e-11 -1.75807e-11 
18764 -2.96526e-12 -1.40689e-11 -1.75727e-11 
18765 -2.96431e-12 -1.40608e-11 -1.75696e-11 
18766 -2.96335e-12 -1.40562e-11 -1.75619e-11 
18767 -2.95908e-12 -1.40548e-11 -1.7556e-11 
18768 -2.96145e-12 -1.40502e-11 -1.7548e-11 
18769 -2.9605e-12 -1.40422e-11 -1.75449e-11 
18770 -2.95954e-12 -1.40376e-11 -1.75372e-11 
18771 -2.95527e-12 -1.40362e-11 -1.75313e-11 
18772 -2.95764e-12 -1.40316e-11 -1.75233e-11 
18773 -2.95668e-12 -1.40236e-11 -1.75202e-11 
18774 -2.95573e-12 -1.4019e-11 -1.75125e-11 
18775 -2.95146e-12 -1.40176e-11 -1.75066e-11 
18776 -2.95383e-12 -1.4013e-11 -1.74986e-11 
18777 -2.95287e-12 -1.40049e-11 -1.74955e-11 
18778 -2.95192e-12 -1.40003e-11 -1.74878e-11 
18779 -2.94764e-12 -1.39989e-11 -1.74818e-11 
18780 -2.95001e-12 -1.39943e-11 -1.74738e-11 
18781 -2.94905e-12 -1.39863e-11 -1.74707e-11 
18782 -2.9481e-12 -1.39817e-11 -1.74631e-11 
18783 -2.94383e-12 -1.39803e-11 -1.74571e-11 
18784 -2.94619e-12 -1.39757e-11 -1.74491e-11 
18785 -2.94524e-12 -1.39676e-11 -1.7446e-11 
18786 -2.94429e-12 -1.3963e-11 -1.74383e-11 
18787 -2.94001e-12 -1.39616e-11 -1.74323e-11 
18788 -2.94238e-12 -1.3957e-11 -1.74243e-11 
18789 -2.94143e-12 -1.3949e-11 -1.74212e-11 
18790 -2.94049e-12 -1.39444e-11 -1.74136e-11 
18791 -2.93622e-12 -1.3943e-11 -1.74076e-11 
18792 -2.93862e-12 -1.39383e-11 -1.73996e-11 
18793 -2.93788e-12 -1.39303e-11 -1.73965e-11 
18794 -2.93715e-12 -1.39257e-11 -1.73888e-11 
18795 -2.93292e-12 -1.39243e-11 -1.73828e-11 
18796 -2.93801e-12 -1.39199e-11 -1.73751e-11 
18797 -2.93316e-12 -1.39149e-11 -1.73689e-11 
18798 -2.9283e-12 -1.39072e-11 -1.73643e-11 
18799 -2.92674e-12 -1.39056e-11 -1.7358e-11 
18800 -2.92523e-12 -1.3904e-11 -1.73531e-11 
18801 -2.92696e-12 -1.38962e-11 -1.73497e-11 
18802 -2.92873e-12 -1.38913e-11 -1.73423e-11 
18803 -2.92062e-12 -1.38869e-11 -1.73332e-11 
18804 -2.92316e-12 -1.38822e-11 -1.73252e-11 
18805 -2.92225e-12 -1.38742e-11 -1.7322e-11 
18806 -2.92133e-12 -1.38696e-11 -1.73144e-11 
18807 -2.91728e-12 -1.38682e-11 -1.73084e-11 
18808 -2.91965e-12 -1.38635e-11 -1.73004e-11 
18809 -2.9187e-12 -1.38555e-11 -1.72973e-11 
18810 -2.91774e-12 -1.38509e-11 -1.72896e-11 
18811 -2.91348e-12 -1.38495e-11 -1.72836e-11 
18812 -2.91584e-12 -1.38448e-11 -1.72756e-11 
18813 -2.91488e-12 -1.38368e-11 -1.72724e-11 
18814 -2.91392e-12 -1.38321e-11 -1.72648e-11 
18815 -2.90965e-12 -1.38307e-11 -1.72588e-11 
18816 -2.91201e-12 -1.38261e-11 -1.72507e-11 
18817 -2.91105e-12 -1.3818e-11 -1.72476e-11 
18818 -2.91009e-12 -1.38134e-11 -1.72399e-11 
18819 -2.90582e-12 -1.3812e-11 -1.72339e-11 
18820 -2.90817e-12 -1.38074e-11 -1.72259e-11 
18821 -2.90721e-12 -1.37993e-11 -1.72228e-11 
18822 -2.90626e-12 -1.37947e-11 -1.72151e-11 
18823 -2.90199e-12 -1.37932e-11 -1.72091e-11 
18824 -2.90434e-12 -1.37886e-11 -1.7201e-11 
18825 -2.90338e-12 -1.37806e-11 -1.71979e-11 
18826 -2.90242e-12 -1.37759e-11 -1.71902e-11 
18827 -2.89815e-12 -1.37745e-11 -1.71842e-11 
18828 -2.9005e-12 -1.37699e-11 -1.71762e-11 
18829 -2.89954e-12 -1.37618e-11 -1.7173e-11 
18830 -2.89858e-12 -1.37572e-11 -1.71653e-11 
18831 -2.89431e-12 -1.37557e-11 -1.71593e-11 
18832 -2.89666e-12 -1.37511e-11 -1.71513e-11 
18833 -2.89569e-12 -1.3743e-11 -1.71481e-11 
18834 -2.89473e-12 -1.37384e-11 -1.71404e-11 
18835 -2.89047e-12 -1.37369e-11 -1.71344e-11 
18836 -2.89281e-12 -1.37323e-11 -1.71264e-11 
18837 -2.89185e-12 -1.37243e-11 -1.71232e-11 
18838 -2.89089e-12 -1.37196e-11 -1.71155e-11 
18839 -2.88662e-12 -1.37182e-11 -1.71095e-11 
18840 -2.88897e-12 -1.37135e-11 -1.71015e-11 
18841 -2.888e-12 -1.37055e-11 -1.70983e-11 
18842 -2.88704e-12 -1.37008e-11 -1.70906e-11 
18843 -2.88278e-12 -1.36994e-11 -1.70846e-11 
18844 -2.88512e-12 -1.36947e-11 -1.70766e-11 
18845 -2.88416e-12 -1.36867e-11 -1.70734e-11 
18846 -2.88319e-12 -1.3682e-11 -1.70657e-11 
18847 -2.87893e-12 -1.36806e-11 -1.70597e-11 
18848 -2.88127e-12 -1.36759e-11 -1.70516e-11 
18849 -2.88031e-12 -1.36679e-11 -1.70485e-11 
18850 -2.87934e-12 -1.36632e-11 -1.70408e-11 
18851 -2.87508e-12 -1.36618e-11 -1.70347e-11 
18852 -2.87742e-12 -1.36571e-11 -1.70267e-11 
18853 -2.87645e-12 -1.3649e-11 -1.70235e-11 
18854 -2.87549e-12 -1.36444e-11 -1.70158e-11 
18855 -2.87122e-12 -1.36429e-11 -1.70098e-11 
18856 -2.87356e-12 -1.36383e-11 -1.70017e-11 
18857 -2.8726e-12 -1.36302e-11 -1.69986e-11 
18858 -2.87164e-12 -1.36256e-11 -1.69908e-11 
18859 -2.86737e-12 -1.36241e-11 -1.69848e-11 
18860 -2.86971e-12 -1.36194e-11 -1.69768e-11 
18861 -2.86874e-12 -1.36114e-11 -1.69736e-11 
18862 -2.86778e-12 -1.36067e-11 -1.69659e-11 
18863 -2.86351e-12 -1.36053e-11 -1.69599e-11 
18864 -2.86585e-12 -1.36006e-11 -1.69518e-11 
18865 -2.86489e-12 -1.35925e-11 -1.69486e-11 
18866 -2.86392e-12 -1.35879e-11 -1.69409e-11 
18867 -2.85966e-12 -1.35864e-11 -1.69349e-11 
18868 -2.862e-12 -1.35817e-11 -1.69268e-11 
18869 -2.86104e-12 -1.35737e-11 -1.69236e-11 
18870 -2.86008e-12 -1.3569e-11 -1.69159e-11 
18871 -2.85582e-12 -1.35675e-11 -1.69099e-11 
18872 -2.8582e-12 -1.35629e-11 -1.69018e-11 
18873 -2.85745e-12 -1.35548e-11 -1.68987e-11 
18874 -2.85671e-12 -1.35502e-11 -1.68909e-11 
18875 -2.85248e-12 -1.35487e-11 -1.68849e-11 
18876 -2.85753e-12 -1.35443e-11 -1.68771e-11 
18877 -2.85269e-12 -1.35393e-11 -1.68708e-11 
18878 -2.84784e-12 -1.35315e-11 -1.68661e-11 
18879 -2.84628e-12 -1.35298e-11 -1.68598e-11 
18880 -2.84476e-12 -1.35282e-11 -1.68548e-11 
18881 -2.84646e-12 -1.35204e-11 -1.68514e-11 
18882 -2.84821e-12 -1.35154e-11 -1.68439e-11 
18883 -2.84014e-12 -1.35109e-11 -1.68348e-11 
18884 -2.84264e-12 -1.35062e-11 -1.68267e-11 
18885 -2.84172e-12 -1.34981e-11 -1.68235e-11 
18886 -2.84079e-12 -1.34935e-11 -1.68158e-11 
18887 -2.83675e-12 -1.3492e-11 -1.68098e-11 
18888 -2.83909e-12 -1.34874e-11 -1.68017e-11 
18889 -2.83812e-12 -1.34793e-11 -1.67985e-11 
18890 -2.83716e-12 -1.34746e-11 -1.67907e-11 
18891 -2.83291e-12 -1.34731e-11 -1.67847e-11 
18892 -2.83524e-12 -1.34685e-11 -1.67766e-11 
18893 -2.83427e-12 -1.34604e-11 -1.67734e-11 
18894 -2.8333e-12 -1.34557e-11 -1.67657e-11 
18895 -2.82904e-12 -1.34542e-11 -1.67596e-11 
18896 -2.83136e-12 -1.34495e-11 -1.67516e-11 
18897 -2.83039e-12 -1.34415e-11 -1.67484e-11 
18898 -2.82943e-12 -1.34368e-11 -1.67406e-11 
18899 -2.82517e-12 -1.34353e-11 -1.67346e-11 
18900 -2.82749e-12 -1.34306e-11 -1.67265e-11 
18901 -2.82652e-12 -1.34225e-11 -1.67233e-11 
18902 -2.82555e-12 -1.34179e-11 -1.67155e-11 
18903 -2.82129e-12 -1.34164e-11 -1.67095e-11 
18904 -2.82361e-12 -1.34117e-11 -1.67014e-11 
18905 -2.82264e-12 -1.34036e-11 -1.66982e-11 
18906 -2.82167e-12 -1.33989e-11 -1.66904e-11 
18907 -2.81741e-12 -1.33974e-11 -1.66844e-11 
18908 -2.81973e-12 -1.33928e-11 -1.66763e-11 
18909 -2.81876e-12 -1.33847e-11 -1.66731e-11 
18910 -2.81779e-12 -1.338e-11 -1.66653e-11 
18911 -2.81353e-12 -1.33785e-11 -1.66592e-11 
18912 -2.81585e-12 -1.33738e-11 -1.66512e-11 
18913 -2.81488e-12 -1.33657e-11 -1.66479e-11 
18914 -2.81391e-12 -1.3361e-11 -1.66402e-11 
18915 -2.80965e-12 -1.33595e-11 -1.66341e-11 
18916 -2.81197e-12 -1.33548e-11 -1.6626e-11 
18917 -2.81099e-12 -1.33468e-11 -1.66228e-11 
18918 -2.81002e-12 -1.33421e-11 -1.6615e-11 
18919 -2.80577e-12 -1.33406e-11 -1.6609e-11 
18920 -2.80808e-12 -1.33359e-11 -1.66009e-11 
18921 -2.80711e-12 -1.33278e-11 -1.65977e-11 
18922 -2.80614e-12 -1.33231e-11 -1.65899e-11 
18923 -2.80188e-12 -1.33216e-11 -1.65838e-11 
18924 -2.80419e-12 -1.33169e-11 -1.65757e-11 
18925 -2.80322e-12 -1.33088e-11 -1.65725e-11 
18926 -2.80225e-12 -1.33041e-11 -1.65647e-11 
18927 -2.79799e-12 -1.33026e-11 -1.65587e-11 
18928 -2.8003e-12 -1.32979e-11 -1.65506e-11 
18929 -2.79933e-12 -1.32898e-11 -1.65473e-11 
18930 -2.79836e-12 -1.32851e-11 -1.65395e-11 
18931 -2.7941e-12 -1.32836e-11 -1.65335e-11 
18932 -2.79641e-12 -1.32789e-11 -1.65254e-11 
18933 -2.79544e-12 -1.32708e-11 -1.65221e-11 
18934 -2.79446e-12 -1.32661e-11 -1.65144e-11 
18935 -2.79021e-12 -1.32646e-11 -1.65083e-11 
18936 -2.79252e-12 -1.32599e-11 -1.65002e-11 
18937 -2.79154e-12 -1.32518e-11 -1.64969e-11 
18938 -2.79057e-12 -1.32471e-11 -1.64892e-11 
18939 -2.78631e-12 -1.32456e-11 -1.64831e-11 
18940 -2.78862e-12 -1.32409e-11 -1.6475e-11 
18941 -2.78764e-12 -1.32328e-11 -1.64717e-11 
18942 -2.78667e-12 -1.32281e-11 -1.6464e-11 
18943 -2.78242e-12 -1.32266e-11 -1.64579e-11 
18944 -2.78472e-12 -1.32219e-11 -1.64498e-11 
18945 -2.78375e-12 -1.32138e-11 -1.64465e-11 
18946 -2.78277e-12 -1.32091e-11 -1.64387e-11 
18947 -2.77852e-12 -1.32075e-11 -1.64327e-11 
18948 -2.78083e-12 -1.32028e-11 -1.64246e-11 
18949 -2.77986e-12 -1.31947e-11 -1.64213e-11 
18950 -2.77889e-12 -1.319e-11 -1.64135e-11 
18951 -2.77464e-12 -1.31885e-11 -1.64074e-11 
18952 -2.77699e-12 -1.31838e-11 -1.63993e-11 
18953 -2.77623e-12 -1.31757e-11 -1.63961e-11 
18954 -2.77547e-12 -1.3171e-11 -1.63883e-11 
18955 -2.77126e-12 -1.31695e-11 -1.63822e-11 
18956 -2.77626e-12 -1.3165e-11 -1.63743e-11 
18957 -2.77144e-12 -1.31599e-11 -1.6368e-11 
18958 -2.7666e-12 -1.31522e-11 -1.63633e-11 
18959 -2.76503e-12 -1.31504e-11 -1.63569e-11 
18960 -2.7635e-12 -1.31487e-11 -1.63518e-11 
18961 -2.76518e-12 -1.31409e-11 -1.63483e-11 
18962 -2.7669e-12 -1.31359e-11 -1.63408e-11 
18963 -2.75886e-12 -1.31314e-11 -1.63316e-11 
18964 -2.76134e-12 -1.31266e-11 -1.63235e-11 
18965 -2.7604e-12 -1.31186e-11 -1.63202e-11 
18966 -2.75946e-12 -1.31139e-11 -1.63124e-11 
18967 -2.75543e-12 -1.31124e-11 -1.63064e-11 
18968 -2.75774e-12 -1.31077e-11 -1.62982e-11 
18969 -2.75676e-12 -1.30996e-11 -1.6295e-11 
18970 -2.75579e-12 -1.30949e-11 -1.62872e-11 
18971 -2.75155e-12 -1.30933e-11 -1.62811e-11 
18972 -2.75384e-12 -1.30886e-11 -1.6273e-11 
18973 -2.75287e-12 -1.30806e-11 -1.62697e-11 
18974 -2.75189e-12 -1.30758e-11 -1.62619e-11 
18975 -2.74764e-12 -1.30743e-11 -1.62558e-11 
18976 -2.74993e-12 -1.30696e-11 -1.62476e-11 
