atom x[N] y[N] z[N]
18075 -3.62142e-12 -1.7133e-11 -2.16512e-11 
18076 -3.62693e-12 -1.71291e-11 -2.16438e-11 
18077 -3.62196e-12 -1.71246e-11 -2.16382e-11 
18078 -3.61697e-12 -1.71171e-11 -2.16343e-11 
18079 -3.61547e-12 -1.71161e-11 -2.16286e-11 
18080 -3.61402e-12 -1.71151e-11 -2.16241e-11 
18081 -3.61599e-12 -1.71076e-11 -2.16214e-11 
18082 -3.618e-12 -1.71031e-11 -2.16146e-11 
18083 -3.60959e-12 -1.70991e-11 -2.16059e-11 
18084 -3.61242e-12 -1.70949e-11 -2.15982e-11 
18085 -3.61159e-12 -1.70871e-11 -2.15958e-11 
18086 -3.61077e-12 -1.70829e-11 -2.15886e-11 
18087 -3.60664e-12 -1.70821e-11 -2.15832e-11 
18088 -3.60929e-12 -1.70779e-11 -2.15756e-11 
18089 -3.60842e-12 -1.70701e-11 -2.15731e-11 
18090 -3.60756e-12 -1.70659e-11 -2.1566e-11 
18091 -3.60321e-12 -1.70651e-11 -2.15605e-11 
18092 -3.60584e-12 -1.70609e-11 -2.15529e-11 
18093 -3.60497e-12 -1.70531e-11 -2.15504e-11 
18094 -3.6041e-12 -1.70489e-11 -2.15433e-11 
18095 -3.59974e-12 -1.70481e-11 -2.15378e-11 
18096 -3.60237e-12 -1.70439e-11 -2.15302e-11 
18097 -3.6015e-12 -1.70361e-11 -2.15277e-11 
18098 -3.60064e-12 -1.70319e-11 -2.15206e-11 
18099 -3.59628e-12 -1.70311e-11 -2.15151e-11 
18100 -3.5989e-12 -1.70269e-11 -2.15075e-11 
18101 -3.59803e-12 -1.70191e-11 -2.1505e-11 
18102 -3.59716e-12 -1.70149e-11 -2.14978e-11 
18103 -3.5928e-12 -1.7014e-11 -2.14924e-11 
18104 -3.59543e-12 -1.70098e-11 -2.14847e-11 
18105 -3.59456e-12 -1.7002e-11 -2.14823e-11 
18106 -3.59369e-12 -1.69978e-11 -2.14751e-11 
18107 -3.58933e-12 -1.6997e-11 -2.14697e-11 
18108 -3.59195e-12 -1.69928e-11 -2.1462e-11 
18109 -3.59108e-12 -1.6985e-11 -2.14596e-11 
18110 -3.59021e-12 -1.69808e-11 -2.14524e-11 
18111 -3.58586e-12 -1.698e-11 -2.14469e-11 
18112 -3.58848e-12 -1.69758e-11 -2.14392e-11 
18113 -3.5876e-12 -1.69679e-11 -2.14368e-11 
18114 -3.58674e-12 -1.69637e-11 -2.14296e-11 
18115 -3.58238e-12 -1.69629e-11 -2.14242e-11 
18116 -3.585e-12 -1.69587e-11 -2.14165e-11 
18117 -3.58412e-12 -1.69509e-11 -2.1414e-11 
18118 -3.58325e-12 -1.69467e-11 -2.14068e-11 
18119 -3.5789e-12 -1.69458e-11 -2.14014e-11 
18120 -3.58151e-12 -1.69416e-11 -2.13937e-11 
18121 -3.58064e-12 -1.69338e-11 -2.13913e-11 
18122 -3.57977e-12 -1.69296e-11 -2.13841e-11 
18123 -3.57542e-12 -1.69288e-11 -2.13786e-11 
18124 -3.57803e-12 -1.69246e-11 -2.13709e-11 
18125 -3.57716e-12 -1.69167e-11 -2.13685e-11 
18126 -3.57629e-12 -1.69125e-11 -2.13613e-11 
18127 -3.57193e-12 -1.69117e-11 -2.13558e-11 
18128 -3.57455e-12 -1.69075e-11 -2.13481e-11 
18129 -3.57367e-12 -1.68997e-11 -2.13457e-11 
18130 -3.5728e-12 -1.68954e-11 -2.13385e-11 
18131 -3.56844e-12 -1.68946e-11 -2.1333e-11 
18132 -3.57106e-12 -1.68904e-11 -2.13253e-11 
18133 -3.57018e-12 -1.68826e-11 -2.13228e-11 
18134 -3.56931e-12 -1.68783e-11 -2.13156e-11 
18135 -3.56496e-12 -1.68775e-11 -2.13102e-11 
18136 -3.56757e-12 -1.68733e-11 -2.13025e-11 
18137 -3.56669e-12 -1.68654e-11 -2.13e-11 
18138 -3.56582e-12 -1.68612e-11 -2.12928e-11 
18139 -3.56147e-12 -1.68604e-11 -2.12873e-11 
18140 -3.56408e-12 -1.68561e-11 -2.12797e-11 
18141 -3.5632e-12 -1.68483e-11 -2.12772e-11 
18142 -3.56233e-12 -1.68441e-11 -2.127e-11 
18143 -3.55797e-12 -1.68432e-11 -2.12645e-11 
18144 -3.56058e-12 -1.6839e-11 -2.12568e-11 
18145 -3.55971e-12 -1.68312e-11 -2.12543e-11 
18146 -3.55884e-12 -1.6827e-11 -2.12471e-11 
18147 -3.55448e-12 -1.68261e-11 -2.12416e-11 
18148 -3.55709e-12 -1.68219e-11 -2.1234e-11 
18149 -3.55623e-12 -1.68141e-11 -2.12315e-11 
18150 -3.55536e-12 -1.68098e-11 -2.12243e-11 
18151 -3.55101e-12 -1.6809e-11 -2.12188e-11 
18152 -3.55366e-12 -1.68047e-11 -2.12111e-11 
18153 -3.55302e-12 -1.67969e-11 -2.12086e-11 
18154 -3.55238e-12 -1.67927e-11 -2.12014e-11 
18155 -3.54807e-12 -1.67918e-11 -2.11959e-11 
18156 -3.55353e-12 -1.67879e-11 -2.11885e-11 
18157 -3.54857e-12 -1.67833e-11 -2.11828e-11 
18158 -3.5436e-12 -1.67758e-11 -2.11788e-11 
18159 -3.54209e-12 -1.67747e-11 -2.1173e-11 
18160 -3.54063e-12 -1.67736e-11 -2.11685e-11 
18161 -3.54258e-12 -1.67661e-11 -2.11658e-11 
18162 -3.54457e-12 -1.67616e-11 -2.11588e-11 
18163 -3.53619e-12 -1.67575e-11 -2.11501e-11 
18164 -3.53898e-12 -1.67532e-11 -2.11424e-11 
18165 -3.53815e-12 -1.67454e-11 -2.11399e-11 
18166 -3.53732e-12 -1.67411e-11 -2.11327e-11 
18167 -3.5332e-12 -1.67403e-11 -2.11272e-11 
18168 -3.53581e-12 -1.67361e-11 -2.11195e-11 
18169 -3.53493e-12 -1.67282e-11 -2.1117e-11 
18170 -3.53406e-12 -1.6724e-11 -2.11098e-11 
18171 -3.52972e-12 -1.67231e-11 -2.11043e-11 
18172 -3.53232e-12 -1.67189e-11 -2.10966e-11 
18173 -3.53144e-12 -1.6711e-11 -2.10941e-11 
18174 -3.53057e-12 -1.67068e-11 -2.10868e-11 
18175 -3.52622e-12 -1.67059e-11 -2.10813e-11 
18176 -3.52881e-12 -1.67017e-11 -2.10736e-11 
18177 -3.52794e-12 -1.66938e-11 -2.10711e-11 
18178 -3.52706e-12 -1.66896e-11 -2.10639e-11 
18179 -3.52271e-12 -1.66887e-11 -2.10584e-11 
18180 -3.5253e-12 -1.66845e-11 -2.10507e-11 
18181 -3.52442e-12 -1.66766e-11 -2.10482e-11 
18182 -3.52355e-12 -1.66724e-11 -2.10409e-11 
18183 -3.5192e-12 -1.66715e-11 -2.10354e-11 
18184 -3.52179e-12 -1.66672e-11 -2.10277e-11 
18185 -3.52091e-12 -1.66594e-11 -2.10252e-11 
18186 -3.52003e-12 -1.66551e-11 -2.1018e-11 
18187 -3.51568e-12 -1.66543e-11 -2.10125e-11 
18188 -3.51827e-12 -1.665e-11 -2.10047e-11 
18189 -3.51739e-12 -1.66422e-11 -2.10022e-11 
18190 -3.51651e-12 -1.66379e-11 -2.0995e-11 
18191 -3.51217e-12 -1.6637e-11 -2.09895e-11 
18192 -3.51476e-12 -1.66328e-11 -2.09818e-11 
18193 -3.51388e-12 -1.66249e-11 -2.09792e-11 
18194 -3.513e-12 -1.66207e-11 -2.0972e-11 
18195 -3.50865e-12 -1.66198e-11 -2.09665e-11 
18196 -3.51124e-12 -1.66155e-11 -2.09588e-11 
18197 -3.51035e-12 -1.66077e-11 -2.09562e-11 
18198 -3.50948e-12 -1.66034e-11 -2.0949e-11 
18199 -3.50513e-12 -1.66025e-11 -2.09435e-11 
18200 -3.50771e-12 -1.65983e-11 -2.09357e-11 
18201 -3.50683e-12 -1.65904e-11 -2.09332e-11 
18202 -3.50595e-12 -1.65862e-11 -2.0926e-11 
18203 -3.50161e-12 -1.65852e-11 -2.09204e-11 
18204 -3.50419e-12 -1.6581e-11 -2.09127e-11 
18205 -3.50331e-12 -1.65731e-11 -2.09102e-11 
18206 -3.50243e-12 -1.65689e-11 -2.09029e-11 
18207 -3.49808e-12 -1.6568e-11 -2.08974e-11 
18208 -3.50066e-12 -1.65637e-11 -2.08897e-11 
18209 -3.49978e-12 -1.65559e-11 -2.08871e-11 
18210 -3.4989e-12 -1.65516e-11 -2.08799e-11 
18211 -3.49455e-12 -1.65507e-11 -2.08744e-11 
18212 -3.49714e-12 -1.65464e-11 -2.08666e-11 
18213 -3.49625e-12 -1.65386e-11 -2.08641e-11 
18214 -3.49537e-12 -1.65343e-11 -2.08568e-11 
18215 -3.49102e-12 -1.65334e-11 -2.08513e-11 
18216 -3.49361e-12 -1.65291e-11 -2.08436e-11 
18217 -3.49272e-12 -1.65213e-11 -2.0841e-11 
18218 -3.49184e-12 -1.6517e-11 -2.08338e-11 
18219 -3.48749e-12 -1.65161e-11 -2.08282e-11 
18220 -3.49007e-12 -1.65118e-11 -2.08205e-11 
18221 -3.48919e-12 -1.6504e-11 -2.0818e-11 
18222 -3.48831e-12 -1.64997e-11 -2.08107e-11 
18223 -3.48396e-12 -1.64988e-11 -2.08052e-11 
18224 -3.48654e-12 -1.64945e-11 -2.07974e-11 
18225 -3.48566e-12 -1.64867e-11 -2.07949e-11 
18226 -3.48477e-12 -1.64824e-11 -2.07876e-11 
18227 -3.48043e-12 -1.64814e-11 -2.07821e-11 
18228 -3.48301e-12 -1.64772e-11 -2.07743e-11 
18229 -3.48213e-12 -1.64693e-11 -2.07718e-11 
18230 -3.48126e-12 -1.6465e-11 -2.07645e-11 
18231 -3.47692e-12 -1.64641e-11 -2.0759e-11 
18232 -3.47954e-12 -1.64598e-11 -2.07512e-11 
18233 -3.47888e-12 -1.6452e-11 -2.07487e-11 
18234 -3.47823e-12 -1.64477e-11 -2.07414e-11 
18235 -3.47393e-12 -1.64468e-11 -2.07358e-11 
18236 -3.47935e-12 -1.64428e-11 -2.07284e-11 
18237 -3.4744e-12 -1.64381e-11 -2.07226e-11 
18238 -3.46944e-12 -1.64306e-11 -2.07185e-11 
18239 -3.46793e-12 -1.64294e-11 -2.07127e-11 
18240 -3.46646e-12 -1.64283e-11 -2.07082e-11 
18241 -3.46839e-12 -1.64207e-11 -2.07053e-11 
18242 -3.47034e-12 -1.64162e-11 -2.06983e-11 
18243 -3.462e-12 -1.64121e-11 -2.06896e-11 
18244 -3.46476e-12 -1.64077e-11 -2.06818e-11 
18245 -3.46392e-12 -1.63999e-11 -2.06792e-11 
18246 -3.46307e-12 -1.63956e-11 -2.06719e-11 
18247 -3.45896e-12 -1.63947e-11 -2.06664e-11 
18248 -3.46155e-12 -1.63904e-11 -2.06587e-11 
18249 -3.46066e-12 -1.63825e-11 -2.06561e-11 
18250 -3.45978e-12 -1.63782e-11 -2.06488e-11 
18251 -3.45545e-12 -1.63773e-11 -2.06433e-11 
18252 -3.45802e-12 -1.6373e-11 -2.06355e-11 
18253 -3.45713e-12 -1.63652e-11 -2.06329e-11 
18254 -3.45624e-12 -1.63609e-11 -2.06256e-11 
18255 -3.4519e-12 -1.63599e-11 -2.06201e-11 
18256 -3.45447e-12 -1.63556e-11 -2.06123e-11 
18257 -3.45358e-12 -1.63478e-11 -2.06098e-11 
18258 -3.45269e-12 -1.63435e-11 -2.06025e-11 
18259 -3.44835e-12 -1.63425e-11 -2.05969e-11 
18260 -3.45092e-12 -1.63382e-11 -2.05892e-11 
18261 -3.45003e-12 -1.63304e-11 -2.05866e-11 
18262 -3.44914e-12 -1.63261e-11 -2.05793e-11 
18263 -3.4448e-12 -1.63251e-11 -2.05737e-11 
18264 -3.44736e-12 -1.63208e-11 -2.0566e-11 
18265 -3.44647e-12 -1.63129e-11 -2.05634e-11 
18266 -3.44559e-12 -1.63086e-11 -2.05561e-11 
18267 -3.44125e-12 -1.63077e-11 -2.05505e-11 
18268 -3.44381e-12 -1.63034e-11 -2.05427e-11 
18269 -3.44292e-12 -1.62955e-11 -2.05401e-11 
18270 -3.44203e-12 -1.62912e-11 -2.05328e-11 
18271 -3.43769e-12 -1.62902e-11 -2.05273e-11 
18272 -3.44025e-12 -1.62859e-11 -2.05195e-11 
18273 -3.43936e-12 -1.62781e-11 -2.05169e-11 
18274 -3.43847e-12 -1.62738e-11 -2.05096e-11 
18275 -3.43413e-12 -1.62728e-11 -2.0504e-11 
18276 -3.43669e-12 -1.62685e-11 -2.04963e-11 
18277 -3.4358e-12 -1.62606e-11 -2.04937e-11 
18278 -3.43491e-12 -1.62563e-11 -2.04864e-11 
18279 -3.43057e-12 -1.62554e-11 -2.04808e-11 
18280 -3.43313e-12 -1.62511e-11 -2.0473e-11 
18281 -3.43223e-12 -1.62432e-11 -2.04704e-11 
18282 -3.43134e-12 -1.62389e-11 -2.04631e-11 
18283 -3.42701e-12 -1.62379e-11 -2.04575e-11 
18284 -3.42956e-12 -1.62336e-11 -2.04498e-11 
18285 -3.42867e-12 -1.62257e-11 -2.04472e-11 
18286 -3.42778e-12 -1.62214e-11 -2.04399e-11 
18287 -3.42344e-12 -1.62204e-11 -2.04343e-11 
18288 -3.426e-12 -1.62161e-11 -2.04265e-11 
18289 -3.4251e-12 -1.62083e-11 -2.04239e-11 
18290 -3.42421e-12 -1.62039e-11 -2.04166e-11 
18291 -3.41988e-12 -1.6203e-11 -2.0411e-11 
18292 -3.42243e-12 -1.61986e-11 -2.04032e-11 
18293 -3.42153e-12 -1.61908e-11 -2.04006e-11 
18294 -3.42064e-12 -1.61864e-11 -2.03933e-11 
18295 -3.41631e-12 -1.61855e-11 -2.03877e-11 
18296 -3.41886e-12 -1.61811e-11 -2.03799e-11 
18297 -3.41796e-12 -1.61733e-11 -2.03773e-11 
18298 -3.41707e-12 -1.6169e-11 -2.037e-11 
18299 -3.41273e-12 -1.6168e-11 -2.03644e-11 
18300 -3.41528e-12 -1.61637e-11 -2.03566e-11 
18301 -3.41439e-12 -1.61558e-11 -2.0354e-11 
18302 -3.4135e-12 -1.61515e-11 -2.03467e-11 
18303 -3.40916e-12 -1.61505e-11 -2.03411e-11 
18304 -3.41171e-12 -1.61461e-11 -2.03333e-11 
18305 -3.41082e-12 -1.61383e-11 -2.03307e-11 
18306 -3.40992e-12 -1.61339e-11 -2.03233e-11 
18307 -3.40559e-12 -1.61329e-11 -2.03177e-11 
18308 -3.40814e-12 -1.61286e-11 -2.031e-11 
18309 -3.40725e-12 -1.61207e-11 -2.03073e-11 
18310 -3.40637e-12 -1.61164e-11 -2.03e-11 
18311 -3.40204e-12 -1.61154e-11 -2.02944e-11 
18312 -3.40463e-12 -1.61111e-11 -2.02866e-11 
18313 -3.40396e-12 -1.61032e-11 -2.0284e-11 
18314 -3.40329e-12 -1.60989e-11 -2.02767e-11 
18315 -3.399e-12 -1.60979e-11 -2.02711e-11 
18316 -3.40438e-12 -1.60938e-11 -2.02635e-11 
18317 -3.39945e-12 -1.60891e-11 -2.02577e-11 
18318 -3.3945e-12 -1.60816e-11 -2.02536e-11 
18319 -3.39298e-12 -1.60803e-11 -2.02477e-11 
18320 -3.39151e-12 -1.60792e-11 -2.02431e-11 
18321 -3.3934e-12 -1.60716e-11 -2.02402e-11 
18322 -3.39533e-12 -1.6067e-11 -2.02331e-11 
18323 -3.38702e-12 -1.60628e-11 -2.02243e-11 
18324 -3.38975e-12 -1.60584e-11 -2.02165e-11 
18325 -3.3889e-12 -1.60505e-11 -2.02138e-11 
18326 -3.38804e-12 -1.60462e-11 -2.02065e-11 
18327 -3.38394e-12 -1.60452e-11 -2.02009e-11 
18328 -3.38649e-12 -1.60409e-11 -2.01931e-11 
18329 -3.3856e-12 -1.6033e-11 -2.01905e-11 
18330 -3.38471e-12 -1.60287e-11 -2.01831e-11 
18331 -3.38039e-12 -1.60277e-11 -2.01775e-11 
18332 -3.38292e-12 -1.60233e-11 -2.01697e-11 
18333 -3.38203e-12 -1.60154e-11 -2.01671e-11 
18334 -3.38113e-12 -1.60111e-11 -2.01597e-11 
18335 -3.3768e-12 -1.60101e-11 -2.01541e-11 
18336 -3.37934e-12 -1.60057e-11 -2.01463e-11 
18337 -3.37844e-12 -1.59978e-11 -2.01437e-11 
18338 -3.37754e-12 -1.59935e-11 -2.01363e-11 
18339 -3.37321e-12 -1.59925e-11 -2.01307e-11 
18340 -3.37575e-12 -1.59881e-11 -2.01229e-11 
18341 -3.37485e-12 -1.59802e-11 -2.01202e-11 
18342 -3.37395e-12 -1.59759e-11 -2.01129e-11 
18343 -3.36962e-12 -1.59749e-11 -2.01073e-11 
18344 -3.37215e-12 -1.59705e-11 -2.00995e-11 
18345 -3.37125e-12 -1.59626e-11 -2.00968e-11 
18346 -3.37035e-12 -1.59583e-11 -2.00894e-11 
18347 -3.36602e-12 -1.59573e-11 -2.00838e-11 
18348 -3.36856e-12 -1.59529e-11 -2.0076e-11 
18349 -3.36765e-12 -1.5945e-11 -2.00733e-11 
18350 -3.36676e-12 -1.59407e-11 -2.0066e-11 
18351 -3.36243e-12 -1.59396e-11 -2.00604e-11 
18352 -3.36496e-12 -1.59353e-11 -2.00526e-11 
18353 -3.36405e-12 -1.59274e-11 -2.00499e-11 
18354 -3.36316e-12 -1.5923e-11 -2.00425e-11 
18355 -3.35883e-12 -1.5922e-11 -2.00369e-11 
18356 -3.36136e-12 -1.59177e-11 -2.00291e-11 
18357 -3.36045e-12 -1.59098e-11 -2.00264e-11 
18358 -3.35955e-12 -1.59054e-11 -2.0019e-11 
18359 -3.35523e-12 -1.59044e-11 -2.00134e-11 
18360 -3.35775e-12 -1.59e-11 -2.00056e-11 
18361 -3.35685e-12 -1.58921e-11 -2.00029e-11 
18362 -3.35595e-12 -1.58878e-11 -1.99955e-11 
18363 -3.35162e-12 -1.58867e-11 -1.99899e-11 
18364 -3.35415e-12 -1.58824e-11 -1.99821e-11 
18365 -3.35324e-12 -1.58745e-11 -1.99794e-11 
18366 -3.35234e-12 -1.58701e-11 -1.9972e-11 
18367 -3.34802e-12 -1.58691e-11 -1.99664e-11 
18368 -3.35054e-12 -1.58647e-11 -1.99586e-11 
18369 -3.34964e-12 -1.58568e-11 -1.99559e-11 
18370 -3.34874e-12 -1.58524e-11 -1.99485e-11 
18371 -3.34441e-12 -1.58514e-11 -1.99429e-11 
18372 -3.34693e-12 -1.5847e-11 -1.99351e-11 
18373 -3.34603e-12 -1.58391e-11 -1.99324e-11 
18374 -3.34513e-12 -1.58348e-11 -1.9925e-11 
18375 -3.3408e-12 -1.58337e-11 -1.99193e-11 
18376 -3.34332e-12 -1.58293e-11 -1.99115e-11 
18377 -3.34242e-12 -1.58214e-11 -1.99088e-11 
18378 -3.34151e-12 -1.58171e-11 -1.99015e-11 
18379 -3.33719e-12 -1.5816e-11 -1.98958e-11 
18380 -3.33971e-12 -1.58117e-11 -1.9888e-11 
18381 -3.3388e-12 -1.58038e-11 -1.98853e-11 
18382 -3.3379e-12 -1.57994e-11 -1.98779e-11 
18383 -3.33357e-12 -1.57983e-11 -1.98723e-11 
18384 -3.33609e-12 -1.5794e-11 -1.98644e-11 
18385 -3.33519e-12 -1.57861e-11 -1.98617e-11 
18386 -3.33429e-12 -1.57817e-11 -1.98543e-11 
18387 -3.32996e-12 -1.57806e-11 -1.98487e-11 
18388 -3.33248e-12 -1.57762e-11 -1.98409e-11 
18389 -3.33158e-12 -1.57683e-11 -1.98382e-11 
18390 -3.33069e-12 -1.5764e-11 -1.98308e-11 
18391 -3.32637e-12 -1.57629e-11 -1.98251e-11 
18392 -3.32893e-12 -1.57585e-11 -1.98173e-11 
18393 -3.32825e-12 -1.57506e-11 -1.98146e-11 
18394 -3.32757e-12 -1.57462e-11 -1.98072e-11 
18395 -3.32329e-12 -1.57452e-11 -1.98015e-11 
18396 -3.32862e-12 -1.57411e-11 -1.9794e-11 
18397 -3.3237e-12 -1.57363e-11 -1.97881e-11 
18398 -3.31877e-12 -1.57288e-11 -1.97839e-11 
18399 -3.31724e-12 -1.57274e-11 -1.97779e-11 
18400 -3.31576e-12 -1.57262e-11 -1.97732e-11 
18401 -3.31763e-12 -1.57186e-11 -1.97703e-11 
18402 -3.31953e-12 -1.57139e-11 -1.97631e-11 
18403 -3.31126e-12 -1.57097e-11 -1.97543e-11 
18404 -3.31396e-12 -1.57053e-11 -1.97465e-11 
18405 -3.31309e-12 -1.56974e-11 -1.97437e-11 
18406 -3.31223e-12 -1.5693e-11 -1.97363e-11 
18407 -3.30813e-12 -1.56919e-11 -1.97307e-11 
18408 -3.31066e-12 -1.56876e-11 -1.97229e-11 
18409 -3.30975e-12 -1.56796e-11 -1.97201e-11 
18410 -3.30885e-12 -1.56753e-11 -1.97127e-11 
18411 -3.30454e-12 -1.56742e-11 -1.9707e-11 
18412 -3.30705e-12 -1.56698e-11 -1.96992e-11 
18413 -3.30614e-12 -1.56619e-11 -1.96965e-11 
18414 -3.30523e-12 -1.56575e-11 -1.96891e-11 
18415 -3.30091e-12 -1.56564e-11 -1.96834e-11 
18416 -3.30342e-12 -1.5652e-11 -1.96756e-11 
18417 -3.30251e-12 -1.56441e-11 -1.96728e-11 
18418 -3.3016e-12 -1.56397e-11 -1.96654e-11 
18419 -3.29728e-12 -1.56386e-11 -1.96597e-11 
18420 -3.29979e-12 -1.56342e-11 -1.96519e-11 
18421 -3.29888e-12 -1.56263e-11 -1.96492e-11 
18422 -3.29797e-12 -1.56219e-11 -1.96418e-11 
18423 -3.29365e-12 -1.56208e-11 -1.96361e-11 
18424 -3.29615e-12 -1.56164e-11 -1.96282e-11 
18425 -3.29524e-12 -1.56085e-11 -1.96255e-11 
18426 -3.29433e-12 -1.56041e-11 -1.96181e-11 
18427 -3.29001e-12 -1.5603e-11 -1.96124e-11 
18428 -3.29251e-12 -1.55986e-11 -1.96045e-11 
18429 -3.2916e-12 -1.55907e-11 -1.96018e-11 
18430 -3.29069e-12 -1.55863e-11 -1.95944e-11 
18431 -3.28638e-12 -1.55852e-11 -1.95887e-11 
18432 -3.28888e-12 -1.55808e-11 -1.95809e-11 
18433 -3.28796e-12 -1.55729e-11 -1.95781e-11 
18434 -3.28705e-12 -1.55685e-11 -1.95707e-11 
18435 -3.28274e-12 -1.55674e-11 -1.9565e-11 
18436 -3.28523e-12 -1.5563e-11 -1.95571e-11 
18437 -3.28432e-12 -1.55551e-11 -1.95544e-11 
18438 -3.28341e-12 -1.55507e-11 -1.9547e-11 
18439 -3.27909e-12 -1.55496e-11 -1.95413e-11 
18440 -3.28159e-12 -1.55452e-11 -1.95334e-11 
18441 -3.28068e-12 -1.55372e-11 -1.95307e-11 
18442 -3.27977e-12 -1.55328e-11 -1.95232e-11 
18443 -3.27545e-12 -1.55317e-11 -1.95175e-11 
18444 -3.27795e-12 -1.55273e-11 -1.95097e-11 
18445 -3.27703e-12 -1.55194e-11 -1.95069e-11 
18446 -3.27612e-12 -1.5515e-11 -1.94995e-11 
18447 -3.2718e-12 -1.55139e-11 -1.94938e-11 
18448 -3.2743e-12 -1.55095e-11 -1.94859e-11 
18449 -3.27338e-12 -1.55015e-11 -1.94832e-11 
18450 -3.27247e-12 -1.54971e-11 -1.94757e-11 
18451 -3.26816e-12 -1.5496e-11 -1.947e-11 
18452 -3.27065e-12 -1.54916e-11 -1.94622e-11 
18453 -3.26973e-12 -1.54837e-11 -1.94594e-11 
18454 -3.26882e-12 -1.54793e-11 -1.9452e-11 
18455 -3.26451e-12 -1.54781e-11 -1.94463e-11 
18456 -3.267e-12 -1.54737e-11 -1.94384e-11 
18457 -3.26608e-12 -1.54658e-11 -1.94356e-11 
18458 -3.26517e-12 -1.54614e-11 -1.94282e-11 
18459 -3.26085e-12 -1.54603e-11 -1.94225e-11 
18460 -3.26334e-12 -1.54558e-11 -1.94146e-11 
18461 -3.26243e-12 -1.54479e-11 -1.94119e-11 
18462 -3.26151e-12 -1.54435e-11 -1.94044e-11 
18463 -3.2572e-12 -1.54424e-11 -1.93987e-11 
18464 -3.25969e-12 -1.54379e-11 -1.93908e-11 
18465 -3.25877e-12 -1.543e-11 -1.93881e-11 
18466 -3.25786e-12 -1.54256e-11 -1.93806e-11 
18467 -3.25355e-12 -1.54245e-11 -1.93749e-11 
18468 -3.25604e-12 -1.542e-11 -1.9367e-11 
18469 -3.25513e-12 -1.54121e-11 -1.93642e-11 
18470 -3.25422e-12 -1.54077e-11 -1.93568e-11 
18471 -3.24991e-12 -1.54066e-11 -1.93511e-11 
18472 -3.25244e-12 -1.54021e-11 -1.93432e-11 
18473 -3.25175e-12 -1.53942e-11 -1.93405e-11 
18474 -3.25106e-12 -1.53898e-11 -1.9333e-11 
18475 -3.24679e-12 -1.53886e-11 -1.93273e-11 
18476 -3.25207e-12 -1.53845e-11 -1.93197e-11 
18477 -3.24717e-12 -1.53797e-11 -1.93137e-11 
18478 -3.24225e-12 -1.53721e-11 -1.93094e-11 
18479 -3.24072e-12 -1.53707e-11 -1.93034e-11 
18480 -3.23923e-12 -1.53694e-11 -1.92987e-11 
18481 -3.24107e-12 -1.53617e-11 -1.92956e-11 
18482 -3.24295e-12 -1.5357e-11 -1.92884e-11 
18483 -3.23471e-12 -1.53528e-11 -1.92796e-11 
18484 -3.23737e-12 -1.53483e-11 -1.92717e-11 
18485 -3.2365e-12 -1.53404e-11 -1.92689e-11 
18486 -3.23562e-12 -1.53359e-11 -1.92614e-11 
18487 -3.23154e-12 -1.53348e-11 -1.92557e-11 
18488 -3.23403e-12 -1.53304e-11 -1.92478e-11 
18489 -3.23311e-12 -1.53225e-11 -1.9245e-11 
18490 -3.2322e-12 -1.5318e-11 -1.92376e-11 
18491 -3.2279e-12 -1.53169e-11 -1.92318e-11 
18492 -3.23038e-12 -1.53124e-11 -1.9224e-11 
18493 -3.22946e-12 -1.53045e-11 -1.92212e-11 
18494 -3.22854e-12 -1.53001e-11 -1.92137e-11 
18495 -3.22423e-12 -1.52989e-11 -1.92079e-11 
18496 -3.22671e-12 -1.52945e-11 -1.92001e-11 
18497 -3.22579e-12 -1.52865e-11 -1.91973e-11 
18498 -3.22487e-12 -1.52821e-11 -1.91898e-11 
18499 -3.22056e-12 -1.52809e-11 -1.91841e-11 
18500 -3.22304e-12 -1.52765e-11 -1.91762e-11 
18501 -3.22212e-12 -1.52686e-11 -1.91734e-11 
18502 -3.2212e-12 -1.52641e-11 -1.91659e-11 
18503 -3.21689e-12 -1.5263e-11 -1.91601e-11 
18504 -3.21936e-12 -1.52585e-11 -1.91523e-11 
18505 -3.21844e-12 -1.52506e-11 -1.91494e-11 
18506 -3.21752e-12 -1.52461e-11 -1.9142e-11 
18507 -3.21321e-12 -1.5245e-11 -1.91362e-11 
18508 -3.21569e-12 -1.52405e-11 -1.91283e-11 
18509 -3.21476e-12 -1.52326e-11 -1.91255e-11 
18510 -3.21385e-12 -1.52281e-11 -1.9118e-11 
18511 -3.20954e-12 -1.5227e-11 -1.91123e-11 
18512 -3.21201e-12 -1.52225e-11 -1.91044e-11 
18513 -3.21108e-12 -1.52146e-11 -1.91016e-11 
18514 -3.21016e-12 -1.52101e-11 -1.90941e-11 
18515 -3.20586e-12 -1.52089e-11 -1.90883e-11 
18516 -3.20832e-12 -1.52045e-11 -1.90805e-11 
18517 -3.2074e-12 -1.51965e-11 -1.90776e-11 
18518 -3.20648e-12 -1.51921e-11 -1.90701e-11 
18519 -3.20217e-12 -1.51909e-11 -1.90644e-11 
18520 -3.20464e-12 -1.51865e-11 -1.90565e-11 
18521 -3.20372e-12 -1.51785e-11 -1.90537e-11 
18522 -3.2028e-12 -1.51741e-11 -1.90462e-11 
18523 -3.19849e-12 -1.51729e-11 -1.90404e-11 
18524 -3.20096e-12 -1.51684e-11 -1.90325e-11 
18525 -3.20003e-12 -1.51605e-11 -1.90297e-11 
