# Time-averaged data for fix data_saving
# TimeStep c_mytemp c_mypress v_myvol c_PE c_KE
35500000 750.155 897.55 99466.5 -19998.3 516.146
35600000 738.691 -621.228 99714.9 -19989.9 508.258
35700000 745.904 -273.189 99761.9 -19985.3 513.22
35800000 723.393 150.902 99511.9 -19995.7 497.732
35900000 730.352 644.853 99373.9 -20004.8 502.52
36000000 755.572 701.17 99542 -19998.2 519.872
36100000 728.371 -1341.73 99727.8 -19996.6 501.157
36200000 729.926 -560.256 99600.5 -19999.6 502.227
36300000 739.673 729.577 99328 -20012.4 508.933
36400000 733.713 460.527 99366.2 -20009 504.833
36500000 734.297 -1088.77 99593.9 -20007.1 505.235
36600000 729.473 369.126 99645.5 -19987 501.915
36700000 723.139 1218.13 99385 -20000.5 497.557
36800000 748.262 2144.88 99232.4 -20006.9 514.843
36900000 744.976 -156.002 99452.7 -20012.4 512.582
37000000 737.752 -566.712 99656.7 -20000.8 507.611
37100000 735.838 -289.15 99486.7 -20019.4 506.294
37200000 732.032 683.586 99215.3 -20022.8 503.676
37300000 720.665 898.191 99283.1 -20014.4 495.855
37400000 736.895 -1145.48 99535.2 -20014.1 507.022
37500000 722.307 -928.723 99520.4 -20009.3 496.985
37600000 721.118 94.938 99241.9 -20024.7 496.166
37700000 733.593 472.994 99127.1 -20035.5 504.75
37800000 714.064 -247.651 99365.3 -20028.1 491.313
37900000 737.612 -917.237 99527.9 -20013.9 507.515
38000000 709.595 -417.271 99348.4 -20018.4 488.238
38100000 733.09 1510.68 99079.2 -20034.3 504.404
38200000 722.741 1262.36 99165.1 -20020.9 497.283
38300000 717.581 -141.556 99441.6 -20012.5 493.733
38400000 722.737 -771.014 99406.6 -20023.7 497.281
38500000 719.939 220.292 99129.1 -20043.2 495.355
38600000 718.174 1609.38 99074.5 -20022.8 494.141
38700000 709.533 -621.049 99299 -20035.2 488.195
38800000 716.46 -1477.79 99372.8 -20044 492.962
38900000 715.168 -519.991 99169 -20043.7 492.073
39000000 726.76 1489.85 98995.7 -20040.8 500.049
39100000 710.026 -57.7525 99134.8 -20044.2 488.535
39200000 712.886 -1492.62 99327.1 -20042.8 490.503
39300000 694.84 -776.377 99238.1 -20041.7 478.086
39400000 727.745 2106.01 98985.3 -20037.8 500.726
39500000 709.229 1168.64 98979.5 -20049.6 487.986
39600000 696.53 -1104.02 99240.6 -20043.2 479.249
